Name,Genres,Episodes,Score,Cluster
Galaxy Angel,"Comedy, Sci-Fi",24.0,7.03,4
Gantz,"Action, Drama, Horror, Sci-Fi",13.0,6.99,4
Gilgamesh,"Drama, Fantasy, Sci-Fi",26.0,6.63,4
H2,"Comedy, Romance, Sports",41.0,7.23,4
Haibane Renmei,"Drama, Fantasy, Mystery",13.0,7.97,3
Capeta,Sports,52.0,7.83,3
Karas,"Action, Fantasy, Sci-Fi",6.0,7.37,4
Suzuka,"Drama, Romance, Sports",26.0,7.18,4
Tales of Phantasia The Animation,"Adventure, Fantasy",4.0,6.79,4
Yuu☆Yuu☆Hakusho,"Action, Fantasy",112.0,8.46,4
Escaflowne,"Adventure, Drama, Fantasy, Romance, Sci-Fi",1.0,7.06,4
Ai Yori Aoshi: Enishi,"Comedy, Drama, Romance",12.0,7.12,3
Gantz 2nd Stage,"Action, Drama, Horror, Sci-Fi",13.0,7.03,4
Seikai no Senki,"Action, Romance, Sci-Fi",13.0,7.67,4
Seikai no Senki II,"Action, Romance, Sci-Fi",10.0,7.8,4
Seikai no Senki III,"Action, Romance, Sci-Fi",2.0,7.65,4
Seikai no Senki Special,"Action, Romance, Sci-Fi",1.0,7.16,4
Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi",24.0,7.84,4
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Romance",2.0,7.97,4
Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy",1.0,6.3,4
Hanaukyou Maid-tai,"Comedy, Romance, Ecchi",12.0,6.58,1
Bastard!! Ankoku no Hakaishin,"Action, Adventure, Comedy, Fantasy, Ecchi",6.0,6.68,4
Blood: The Last Vampire,"Award Winning, Horror, Supernatural",1.0,6.88,4
Buzzer Beater,"Sci-Fi, Sports",13.0,6.51,4
Tantei Gakuen Q,"Comedy, Drama, Mystery",45.0,7.73,4
Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",1.0,7.3,4
Gun x Sword,"Action, Adventure, Drama, Sci-Fi",26.0,7.26,4
Kore ga Watashi no Goshujinsama,"Comedy, Slice of Life, Ecchi",12.0,6.52,4
Hametsu no Mars,"Horror, Sci-Fi",1.0,2.22,4
Tonari no Yamada-kun,"Award Winning, Comedy, Slice of Life",1.0,7.12,4
Kurenai no Buta,"Action, Adventure, Award Winning, Comedy, Drama, Romance",1.0,7.95,3
Ragnarök The Animation,"Action, Fantasy",26.0,6.45,4
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Adventure, Comedy",1.0,7.23,4
Samurai Deeper Kyou,"Adventure, Comedy, Supernatural",26.0,6.9,4
Spriggan,"Adventure, Sci-Fi",1.0,6.67,4
Stratos 4,"Comedy, Sci-Fi",13.0,6.74,4
Stratos 4 OVA,"Comedy, Sci-Fi",2.0,6.66,4
Stratos 4 Advance,"Comedy, Sci-Fi",6.0,6.78,4
Dirty Pair,"Adventure, Comedy, Sci-Fi",24.0,7.2,4
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Boys Love, Comedy, Sports",2.0,6.36,4
Final Fantasy,"Action, Adventure, Comedy, Fantasy",4.0,6.11,4
Kaleido Star,"Comedy, Drama, Fantasy",51.0,7.91,3
Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama",1.0,7.47,3
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama",1.0,7.84,4
Fullmetal Alchemist: The Conqueror of Shamballa,"Award Winning, Comedy, Drama, Fantasy",1.0,7.52,4
Howl no Ugoku Shiro,"Adventure, Award Winning, Drama, Fantasy, Romance",1.0,8.66,3
Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi",6.0,7.07,4
"Kumo no Mukou, Yakusoku no Basho","Award Winning, Drama, Romance, Sci-Fi",1.0,7.45,3
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"Action, Adventure, Fantasy",1.0,5.51,4
Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy",20.0,7.47,4
Perfect Blue,"Avant Garde, Drama, Horror",1.0,8.54,3
Phantom The Animation,"Action, Drama",3.0,6.46,4
RG Veda,"Adventure, Drama, Fantasy",2.0,6.07,4
Shoujo Kakumei Utena,"Award Winning, Comedy, Drama, Fantasy, Mystery",39.0,8.2,3
Shoujo Kakumei Utena: Adolescence Mokushiroku,"Avant Garde, Drama, Fantasy, Girls Love, Romance",1.0,7.64,4
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Action, Adventure, Fantasy",1.0,7.11,4
Onegai☆Teacher: Himitsu na Futari,"Comedy, Romance, Sci-Fi, Ecchi",1.0,7.28,4
Maria-sama ga Miteru: Haru,"Drama, Girls Love",13.0,7.63,3
Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance",13.0,6.19,4
Weiß Kreuz Glühen,"Action, Drama",13.0,6.53,4
Weiß Kreuz,"Action, Drama",25.0,6.69,4
Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Romance, Supernatural",2.0,7.03,4
InuYasha Movie 4: Guren no Houraijima,"Action, Adventure, Fantasy, Romance",1.0,7.55,4
InuYasha Movie 2: Kagami no Naka no Mugenjo,"Action, Adventure, Fantasy, Romance",1.0,7.67,4
InuYasha Movie 3: Tenka Hadou no Ken,"Action, Adventure, Fantasy, Romance",1.0,7.8,4
InuYasha Movie 1: Toki wo Koeru Omoi,"Action, Adventure, Fantasy, Romance",1.0,7.56,4
.hack//Gift,"Comedy, Fantasy",1.0,6.1,4
Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",26.0,7.53,4
Gokujou Seitokai,"Comedy, Slice of Life",26.0,6.96,4
Mushishi,"Adventure, Mystery, Slice of Life, Supernatural",26.0,8.66,3
Buttobi!! CPU,"Comedy, Sci-Fi, Ecchi",3.0,6.24,4
One Piece Movie 01,"Action, Adventure, Fantasy",1.0,7.09,4
One Piece Movie 02: Nejimaki-jima no Daibouken,"Action, Adventure, Fantasy",1.0,7.1,4
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Fantasy",1.0,6.87,4
One Piece Movie 04: Dead End no Bouken,"Action, Adventure, Fantasy",1.0,7.53,4
One Piece Movie 05: Norowareta Seiken,"Action, Adventure, Fantasy",1.0,7.13,4
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,"Action, Adventure, Drama, Fantasy",1.0,7.74,4
One Piece Movie 07: Karakuri-jou no Mecha Kyohei,"Action, Adventure, Fantasy",1.0,7.2,4
One Piece: Taose! Kaizoku Ganzack,"Action, Adventure, Fantasy",1.0,6.7,4
Koukaku Kidoutai: Stand Alone Complex,"Action, Award Winning, Sci-Fi",26.0,8.42,3
Innocence,"Award Winning, Sci-Fi",1.0,7.79,4
Karin,"Comedy, Romance, Supernatural",24.0,7.11,4
Okusama wa Joshikousei (TV),"Comedy, Drama, Romance",13.0,6.3,3
To Heart 2,"Comedy, Drama, Romance",13.0,6.51,3
To Heart,"Drama, Romance",13.0,6.6,4
Tide-Line Blue,"Action, Adventure, Drama",12.0,6.6,3
Macross Plus,"Drama, Romance, Sci-Fi",4.0,7.71,4
Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi",1.0,6.86,4
Ginban Kaleidoscope,"Drama, Romance, Sports, Supernatural",12.0,7.31,4
Aria the Animation,"Fantasy, Sci-Fi, Slice of Life",13.0,7.67,3
Sousei no Aquarion,"Action, Fantasy, Romance, Sci-Fi",26.0,7.09,4
Ueki no Housoku,"Action, Adventure, Supernatural",51.0,7.72,3
Yu☆Gi☆Oh! Duel Monsters,"Action, Adventure, Fantasy",224.0,7.48,4
Yu☆Gi☆Oh! Duel Monsters GX,"Action, Comedy, Fantasy",180.0,7.19,4
Kurau Phantom Memory,"Action, Drama, Sci-Fi",24.0,7.29,3
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Supernatural",1.0,7.31,4
Damekko Doubutsu,"Comedy, Slice of Life",26.0,7.23,4
Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",13.0,8.29,3
Girls Bravo: Second Season,"Comedy, Fantasy, Romance, Ecchi",13.0,6.61,4
Ichigo Mashimaro,"Comedy, Slice of Life",12.0,7.63,4
Kamichu!,"Award Winning, Comedy, Drama, Slice of Life, Supernatural",12.0,7.36,4
Paniponi Dash!,Comedy,26.0,7.43,4
Armitage III: Dual-Matrix,"Action, Adventure, Sci-Fi",1.0,6.81,4
Armitage III: Poly-Matrix,"Action, Adventure, Romance, Sci-Fi",1.0,7.05,4
Bakuretsu Hunters,"Adventure, Comedy, Fantasy, Supernatural, Ecchi",26.0,6.66,4
Kamui no Ken,"Adventure, Drama, Fantasy",1.0,6.61,4
Yami to Boushi to Hon no Tabibito,"Adventure, Fantasy, Girls Love, Mystery, Ecchi",13.0,6.52,4
Haja Taisei Dangaiou,"Action, Adventure, Sci-Fi",3.0,6.08,4
Makai Toshi Shinjuku,"Adventure, Horror, Romance, Supernatural",1.0,6.15,4
Doraemon,"Adventure, Comedy, Fantasy",26.0,7.37,4
Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy",1.0,6.77,4
Eien no Aselia,"Adventure, Drama, Fantasy",2.0,5.33,4
Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Romance",1.0,6.56,4
Fushigiboshi no☆Futagohime,"Comedy, Fantasy",51.0,7.36,4
Glass no Kamen,"Drama, Romance",23.0,7.35,4
Gravitation: Lyrics of Love,"Boys Love, Comedy",2.0,6.9,4
Tottoko Hamtarou,"Adventure, Comedy",296.0,6.99,4
I My Me! Strawberry Eggs,"Comedy, Drama, Romance",13.0,6.76,3
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,"Comedy, Drama, Romance",13.0,5.77,3
Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy",13.0,6.12,4
Majo no Takkyuubin,"Adventure, Award Winning, Comedy, Drama, Fantasy",1.0,8.22,3
Tenkuu no Shiro Laputa,"Adventure, Award Winning, Fantasy, Romance, Sci-Fi",1.0,8.26,3
Cossette no Shouzou,"Drama, Horror, Romance, Supernatural",3.0,6.79,4
Hajimari no Boukensha-tachi: Legend of Crystania,"Action, Adventure, Fantasy, Supernatural",1.0,6.01,4
Keroro Gunsou,"Comedy, Sci-Fi",358.0,7.69,4
School Rumble: Ichi Gakki Hoshuu,"Comedy, Romance",2.0,7.71,4
Mahou no Princess Minky Momo,UNKNOWN,63.0,7.13,4
Mahoraba: Heartful days,"Comedy, Drama, Romance",26.0,7.29,3
Marmalade Boy Movie,Romance,1.0,7.3,4
Mermaid Melody Pichi Pichi Pitch,"Adventure, Comedy, Romance",52.0,7.15,4
Metropolis,"Adventure, Drama, Romance, Sci-Fi",1.0,7.52,3
Tonari no Totoro,"Adventure, Award Winning, Supernatural",1.0,8.25,3
Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",1.0,7.0,3
Otogizoushi,"Adventure, Drama, Fantasy",26.0,6.92,4
Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi",6.0,7.09,4
Pokemon,"Action, Adventure, Comedy, Fantasy",276.0,7.37,4
Pokemon Movie 01: Mewtwo no Gyakushuu,"Action, Adventure, Award Winning, Comedy, Drama, Fantasy",1.0,7.64,3
Saishuu Heiki Kanojo,"Drama, Romance, Sci-Fi",13.0,7.14,4
Bishoujo Senshi Sailor Moon,"Fantasy, Romance",46.0,7.73,4
Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Romance",1.0,7.71,4
Bishoujo Senshi Sailor Moon S,"Fantasy, Romance",38.0,7.89,4
Sensei no Ojikan: Dokidoki School Hours,Comedy,13.0,6.64,4
Slayers,"Adventure, Comedy, Fantasy",26.0,7.73,4
Slayers Next,"Adventure, Comedy, Fantasy",26.0,8.02,4
Slayers: The Motion Picture,"Adventure, Comedy, Fantasy",1.0,7.27,4
Tekken,"Action, Adventure, Sci-Fi",2.0,5.27,4
Shin Tenchi Muyou!,"Comedy, Romance, Sci-Fi",26.0,6.87,4
Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi",6.0,7.61,4
Tenchi Muyou! Ryououki 2nd Season,"Action, Comedy, Sci-Fi",6.0,7.63,4
Tenchi Muyou! Ryououki 3rd Season,"Action, Comedy, Sci-Fi",6.0,7.27,4
Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",1.0,7.91,3
Venus Senki,"Action, Adventure, Sci-Fi",1.0,6.77,4
Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi",12.0,6.14,4
Wind: A Breath of Heart (TV),"Drama, Romance, Supernatural",13.0,5.91,3
Wind: A Breath of Heart OVA,"Drama, Romance, Supernatural",3.0,6.11,3
Wonderful Days,"Action, Drama, Romance, Sci-Fi",1.0,6.98,4
Yu☆Gi☆Oh!,"Action, Comedy, Fantasy",27.0,7.22,4
Grappler Baki: Saidai Tournament-hen,Sports,24.0,7.49,3
Digimon Adventure,"Action, Adventure, Comedy, Fantasy",54.0,7.77,4
Yami no Matsuei,"Boys Love, Comedy, Drama, Fantasy, Horror",13.0,7.03,4
Koutetsu Tenshi Kurumi,"Action, Adventure, Comedy, Drama, Romance",24.0,6.75,4
Koutetsu Tenshi Kurumi 2,"Comedy, Girls Love, Sci-Fi",12.0,6.27,4
Koutetsu Tenshi Kurumi Zero,"Drama, Romance, Sci-Fi",3.0,6.05,4
Koutetsu Tenshi Kurumi Encore,"Comedy, Romance, Sci-Fi",4.0,6.65,4
Major S2,Sports,26.0,8.19,3
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,"Drama, Sci-Fi",1.0,6.27,4
Soukyuu no Fafner: Dead Aggressor - Right of Left,"Action, Drama, Sci-Fi",1.0,7.37,3
Sakura Taisen,"Action, Adventure, Sci-Fi",25.0,6.86,4
Sakura Taisen: Le Nouveau Paris,"Adventure, Sci-Fi",3.0,6.36,4
DNA²,"Comedy, Romance, Sci-Fi",12.0,6.65,4
Puni Puni☆Poemii,"Comedy, Sci-Fi",2.0,6.52,4
Steamboy,"Action, Adventure, Drama, Sci-Fi",1.0,7.32,4
Tetsuwan Birdy,"Action, Comedy, Sci-Fi",4.0,7.08,4
The Big O,"Action, Mystery, Sci-Fi",26.0,7.53,3
Bubblegum Crisis Tokyo 2040,"Adventure, Sci-Fi",26.0,7.09,4
Musekinin Kanchou Tylor,"Comedy, Sci-Fi",26.0,7.86,4
Jin-Rou,"Award Winning, Drama, Romance",1.0,7.78,3
Moldiver,"Action, Romance, Sci-Fi",6.0,6.32,4
Kaze no Tani no Nausicaä,"Adventure, Award Winning, Fantasy",1.0,8.36,3
Saber Marionette J,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",25.0,7.37,4
Rean no Tsubasa,"Award Winning, Fantasy, Sci-Fi",6.0,5.61,4
Magikano,"Comedy, Fantasy, Romance",13.0,6.31,4
Kagi Hime Monogatari: Eikyuu Alice Rondo,Fantasy,13.0,6.12,4
Hotaru no Haka,Drama,1.0,8.51,4
Battle Programmer Shirase,"Comedy, Sci-Fi, Ecchi",15.0,6.9,4
Kogepan,"Comedy, Gourmet",10.0,6.77,4
Honoo no Labyrinth,"Adventure, Comedy, Ecchi",2.0,6.2,3
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,"Action, Comedy",48.0,7.63,4
Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi",24.0,7.57,4
Mimi wo Sumaseba,"Drama, Romance",1.0,8.22,4
Ayakashi: Japanese Classic Horror,"Fantasy, Horror, Mystery",11.0,7.39,4
Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",6.0,7.47,3
Itsudatte My Santa!,"Comedy, Fantasy, Romance, Ecchi",2.0,5.89,4
Ginga Nagareboshi Gin,"Action, Adventure, Drama",21.0,8.02,3
Kage kara Mamoru!,"Comedy, Romance",12.0,6.58,4
Amaenaide yo!!,"Comedy, Romance, Supernatural, Ecchi",12.0,6.45,4
PopoloCrois,"Adventure, Fantasy",26.0,6.83,4
Mugen no Ryvius,"Award Winning, Drama, Sci-Fi",26.0,7.43,4
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Fantasy",1.0,6.76,4
X OVA,"Drama, Fantasy, Mystery, Romance, Supernatural",1.0,6.78,4
Chobits: Chibits,"Comedy, Romance",1.0,6.97,4
Neko no Ongaeshi,"Adventure, Award Winning, Drama, Fantasy",1.0,7.72,4
Jinzou Ningen Kikaider The Animation,"Action, Drama, Sci-Fi",13.0,6.96,3
Yuugen Kaisha,"Action, Adventure, Comedy, Supernatural",4.0,6.48,3
Legend of Duo,"Boys Love, Drama, Supernatural",12.0,4.86,4
Nekojiru-sou,"Avant Garde, Award Winning, Comedy",1.0,7.32,4
KO Seiki Beast Sanjuushi,"Action, Adventure, Comedy, Fantasy, Supernatural",7.0,6.54,4
Futari wa Precure,"Action, Comedy, Fantasy",49.0,7.08,4
Mahou no Stage Fancy Lala,"Comedy, Drama, Romance",26.0,7.18,3
Tenshi ni Narumon!,"Comedy, Fantasy, Romance",26.0,6.95,4
Kazemakase Tsukikage Ran,"Adventure, Comedy",13.0,7.16,4
Otogi Juushi Akazukin,"Adventure, Comedy, Fantasy",39.0,7.03,4
Sakura Taisen: Katsudou Shashin,"Adventure, Sci-Fi",1.0,6.42,4
Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",2.0,7.06,4
Popotan,"Comedy, Drama, Supernatural, Ecchi",12.0,6.26,4
Platonic Chain,"Sci-Fi, Slice of Life",24.0,5.64,4
PetoPeto-san,"Comedy, Romance",13.0,6.53,4
Onmyou Taisenki,"Adventure, Fantasy, Supernatural",52.0,7.11,4
Okusama wa Mahou Shoujo,"Fantasy, Romance",13.0,6.4,4
Nurse Witch Komugi-chan Magikarte,Comedy,5.0,6.64,4
Nurse Angel Ririka SOS,"Drama, Fantasy",35.0,7.29,4
Juubee Ninpuuchou,"Adventure, Fantasy, Horror, Romance, Supernatural",1.0,7.61,4
Juubee Ninpuuchou: Ryuuhougyoku-hen,"Adventure, Horror, Supernatural",13.0,6.67,4
Ninja Ryuukenden,"Action, Sci-Fi, Supernatural, Suspense",1.0,5.63,4
Takahashi Rumiko Gekijou Ningyo no Mori,"Drama, Fantasy, Horror, Mystery",13.0,7.02,4
Night Walker: Mayonaka no Tantei,"Action, Horror, Mystery",12.0,6.92,4
Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi",2.0,6.45,4
Shichinin no Nana,"Adventure, Comedy, Romance",25.0,6.84,4
Mouse,"Action, Comedy, Ecchi",12.0,5.98,4
Moekan The Animation,"Comedy, Romance",3.0,5.42,4
Mamotte Shugogetten!,"Comedy, Fantasy, Romance",22.0,6.63,4
Major S1,Sports,26.0,8.22,3
Mahoutsukai Tai!,"Comedy, Fantasy, Romance, Sci-Fi",6.0,7.06,3
Mahoutsukai Tai! (TV),"Comedy, Fantasy, Romance, Sci-Fi",13.0,6.73,3
Mahoromatic Summer Special,"Comedy, Romance, Sci-Fi, Ecchi",1.0,7.08,4
Mahoromatic End Year Special,"Comedy, Romance, Sci-Fi, Ecchi",1.0,6.89,4
Legend of Basara,"Adventure, Award Winning, Drama, Fantasy, Romance",13.0,7.27,3
Koi Kaze,"Drama, Romance",13.0,7.04,4
Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama",13.0,6.69,4
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,"Action, Adventure, Comedy, Drama",13.0,6.86,4
Iketeru Futari,"Comedy, Romance, Ecchi",16.0,6.55,1
Ichigo 100% Special 2,"Comedy, Romance, Ecchi",1.0,6.82,1
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,"Romance, Ecchi",1.0,6.83,4
Hachimitsu to Clover Specials,"Comedy, Drama, Romance",2.0,7.65,3
Hikaru no Go: Hokuto Hai e no Michi,UNKNOWN,1.0,7.94,4
Haunted Junction,"Comedy, Supernatural",12.0,6.7,4
Harukanaru Toki no Naka de: Ajisai Yumegatari,"Adventure, Drama, Fantasy, Romance, Supernatural",2.0,6.15,4
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Romance, Sci-Fi",13.0,6.13,4
Hanaukyou Maid-tai: La Verite,"Comedy, Romance, Ecchi",12.0,6.76,1
Gunsmith Cats,"Action, Comedy",3.0,7.35,4
Green Green Thirteen: Erolutions,"Comedy, Romance, Hentai",1.0,6.09,4
Galaxy Angel Z,"Comedy, Sci-Fi",9.0,7.19,4
Galaxy Angel 3,"Comedy, Sci-Fi",26.0,7.3,4
Galaxy Angel 3 Specials,"Comedy, Sci-Fi",2.0,7.09,4
Galaxy Angel 4,"Comedy, Sci-Fi",13.0,7.22,4
Air in Summer,"Comedy, Drama, Romance, Supernatural",2.0,7.29,3
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Suspense,26.0,7.92,3
Azumanga Daiou: Gekijou Tanpen,Comedy,1.0,7.03,4
Denshin Mamotte Shugogetten,"Comedy, Fantasy, Romance",8.0,6.42,4
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Drama, Romance",4.0,6.09,4
Fullmetal Alchemist: Reflections,"Adventure, Comedy, Drama, Fantasy",1.0,7.25,4
JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Supernatural",7.0,7.21,4
JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Supernatural",6.0,7.44,4
Kashimashi: Girl Meets Girl,"Comedy, Drama, Girls Love, Romance",12.0,6.63,4
Koi Koi 7,"Comedy, Romance",13.0,5.76,4
Kujibiki Unbalance,"Comedy, Romance",3.0,6.08,4
Lamune,"Drama, Romance",12.0,6.8,4
Lemon Angel Project,Drama,13.0,6.53,4
Mai-HiME Specials,Comedy,27.0,6.88,4
One: Kagayaku Kisetsu e,"Drama, Supernatural",4.0,5.02,3
Refrain Blue,"Drama, Romance",3.0,5.67,4
Sentimental Journey,"Drama, Romance",12.0,6.82,4
Shadow Skill: Eigi,"Adventure, Drama, Fantasy",26.0,7.07,4
Shadow Skill (1996),"Adventure, Drama, Fantasy",3.0,6.54,4
Tenbatsu Angel Rabbie☆,"Comedy, Sci-Fi",1.0,5.02,4
Otogi Story Tenshi no Shippo,"Comedy, Fantasy, Romance",12.0,6.53,4
Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Romance",2.0,6.33,4
Tenshi no Shippo Chu!,"Fantasy, Romance",11.0,6.54,4
To Heart: Remember My Memories,"Drama, Romance, Sci-Fi, Slice of Life",13.0,6.42,4
To Heart: Remember My Memories Specials,"Comedy, Sci-Fi",7.0,6.04,4
Tokyo Mew Mew,"Fantasy, Romance, Sci-Fi",52.0,7.08,4
Uta∽Kata,Drama,12.0,6.73,4
Uta∽Kata: Shotou no Futanatsu,Drama,1.0,6.87,4
Kyuuketsuhime Miyu (TV),"Action, Drama, Horror",26.0,7.16,4
Yawara!,"Comedy, Drama, Romance, Sports",124.0,7.5,3
Dousou Kai,"Romance, Hentai",4.0,5.58,4
Burn Up Scramble,"Action, Comedy, Drama, Mystery, Sci-Fi, Ecchi",12.0,6.15,4
Canvas 2: Nijiiro no Sketch,"Comedy, Drama, Romance",24.0,6.73,3
Canvas: Sepia-iro no Motif,"Comedy, Romance, Slice of Life",2.0,5.66,4
Tenchi Muyou!,"Comedy, Romance, Sci-Fi",26.0,7.42,4
Kanon Kazahana,"Drama, Romance, Supernatural",1.0,6.69,3
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Comedy, Sci-Fi",1.0,4.64,4
Comic Party Revolution,"Comedy, Drama",13.0,6.49,4
Comic Party Specials,"Comedy, Drama",4.0,6.35,4
Patapata Hikousen no Bouken,"Adventure, Sci-Fi",26.0,7.53,4
Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",52.0,7.74,3
Rec,"Comedy, Drama, Romance",9.0,7.28,3
Uchuu Senkan Yamato (Movie),"Drama, Sci-Fi",1.0,6.67,4
Zoids Genesis,"Action, Adventure, Comedy",50.0,7.18,4
Air Movie,"Drama, Romance, Supernatural",1.0,7.22,3
High School! Kimengumi,"Comedy, Romance",86.0,7.31,4
Yume de Aetara,"Comedy, Drama, Romance, Ecchi",3.0,6.33,4
Yume de Aetara (TV),"Comedy, Drama, Romance, Slice of Life",16.0,6.34,4
Ai no Kusabi,"Boys Love, Drama, Sci-Fi, Erotica",2.0,7.06,4
Princess Tutu,"Comedy, Drama, Fantasy, Mystery, Romance",38.0,8.13,3
Baby☆Love,"Comedy, Romance",1.0,6.14,4
Candy Candy (Movie),"Drama, Slice of Life",1.0,6.73,4
Enzai,"Boys Love, Drama, Horror, Hentai",2.0,5.16,4
First Kiss Monogatari,"Drama, Romance",1.0,4.89,4
Kingyo Chuuihou!,Comedy,54.0,7.42,4
Hiatari Ryoukou!,"Comedy, Romance, Sports",48.0,7.01,4
Houkago no Shokuinshitsu,"Boys Love, Drama",2.0,5.04,4
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Sci-Fi",1.0,8.13,4
Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural",1.0,7.01,4
Kizuna,"Boys Love, Drama, Erotica",2.0,6.2,4
Kizuna: Koi no kara Sawagi,"Boys Love, Drama, Romance, Erotica",1.0,6.6,4
Keiraku no Houteishiki Level-C,"Boys Love, Drama, Hentai",1.0,5.83,4
MÄR,"Action, Adventure, Comedy, Fantasy",102.0,7.25,4
Bishoujo Senshi Sailor Moon R,"Fantasy, Romance",43.0,7.72,4
Sensitive Pornograph,"Boys Love, Comedy, Drama, Hentai",1.0,6.66,4
Umi ga Kikoeru,"Drama, Romance",1.0,6.54,4
Trouble Chocolate,"Comedy, Romance, Sci-Fi",20.0,6.5,4
Papa to Kiss in the Dark,"Boys Love, Comedy, Drama, Romance, Erotica",2.0,5.88,4
Haru wo Daite Ita,"Boys Love, Drama, Erotica",2.0,6.67,4
True Love Story,Romance,3.0,5.96,4
Nanami-chan,Comedy,12.0,5.89,4
Binchou-tan,Comedy,12.0,6.94,4
Bomberman Jetters,"Action, Adventure, Comedy, Sci-Fi",52.0,6.9,4
Osakana wa Ami no Naka,"Boys Love, Drama",1.0,4.84,4
Chijoku Shinsatsushitsu,Hentai,2.0,6.16,4
Yuki no Joou (TV),"Adventure, Drama, Fantasy",36.0,6.92,4
Boku no Sexual Harassment,"Boys Love, Hentai",3.0,5.59,4
School Days ONA,"Drama, Romance",1.0,5.82,4
Kaze wo Mita Shounen,"Adventure, Drama, Fantasy",1.0,6.66,4
RahXephon: Tagen Hensoukyoku,"Action, Drama, Romance, Sci-Fi",1.0,7.0,4
Tokyo Godfathers,"Award Winning, Comedy, Drama",1.0,8.27,3
Tenjou Tenge: The Past Chapter,"Action, Adventure, Drama, Romance, Supernatural",1.0,7.05,4
Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy",1.0,6.56,4
Bleach: Memories in the Rain,"Action, Adventure, Drama, Fantasy",1.0,7.17,4
Zoids,"Action, Adventure, Comedy, Sci-Fi",67.0,7.36,4
Zoids Shinseiki/Zero,"Adventure, Comedy, Sci-Fi, Sports",26.0,7.31,4
Chou Henshin Cosprayers Specials,"Adventure, Comedy, Sci-Fi",3.0,4.89,4
Kishin Houkou Demonbane,"Comedy, Drama, Sci-Fi",1.0,5.99,4
Burn Up!,"Action, Comedy, Sci-Fi, Ecchi",1.0,6.08,4
